,pdf_name,ticker_id,submission_date,reporting_period_start,reporting_period_end,company_name,disposed_treasury_stocks,disposed_treasury_stocks_yen,approved_buyback_stocks,approved_buyback_stocks_yen,shares_issued,shares_held,disposed_stock_by_day,reporting_period_date,treasury_stock,treasury_stock_yen
0,S100U200.pdf,E01766,2024-07-12,2024-06-01,2024-06-30,fujitsu limited,,,150000000,180000000000,2071108450,231826140,{},,,
