,pdf_name,ticker_id,submission_date,reporting_period_start,reporting_period_end,company_name,disposed_treasury_stocks,disposed_treasury_stocks_yen,approved_buyback_stocks,approved_buyback_stocks_yen,shares_issued,shares_held,disposed_stock_by_day,reporting_period_date,treasury_stock,treasury_stock_yen
0,S100U203.pdf,E27066,2024-07-12,2024-06-01,2024-06-30,"ibj co., ltd.",,,500000,300000000,37789694,4210306,{},,,
