,pdf_name,ticker_id,submission_date,reporting_period_start,reporting_period_end,company_name,shares_issued,shares_held,total_treasury_stocks_acquired,total_treasury_stocks_acquired_yen,reporting_period_date,treasury_stock,treasury_stock_yen,disposed_stock,disposed_stock_yen
0,S100TD8G.pdf,E03855,2024-05-14,2024-04-12,2024-04-30,"mitsui fudosan co., ltd.",2810633721,8483222,,,,,,,
